,Well Name,Date,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Comments
0,CL Moore 6,2021-01-27,0,0,0,0,0,S.i.
1,CL Moore 8,2021-01-27,0,0,0,0,0,S.i.
2,CL Moore 6,2021-01-26,0,0,0,0,0,S.i.
3,CL Moore 8,2021-01-26,0,0,0,0,0,S.i.
4,CL Moore 6,2021-01-25,0,0,0,0,0,S.i.
5,CL Moore 8,2021-01-25,0,0,0,0,0,S.i.
6,CL Moore 6,2021-01-24,0,0,0,0,0,S.i.
7,CL Moore 8,2021-01-24,0,0,0,0,0,S.i.
8,CL Moore 6,2021-01-23,0,0,0,0,0,S.i.
9,CL Moore 8,2021-01-23,0,0,0,0,0,S.i.
10,CL Moore 6,2021-01-22,0,0,0,0,0,S.i.
11,CL Moore 8,2021-01-22,0,0,0,0,0,S.i.
12,CL Moore 6,2021-01-21,0,0,0,0,0,S.i.
13,CL Moore 8,2021-01-21,0,0,0,0,0,S.i.
14,CL Moore 6,2021-01-20,0,0,0,0,0,S.i.
15,CL Moore 8,2021-01-20,0,0,0,0,0,S.i.
16,CL Moore 6,2021-01-19,0,0,0,0,0,S.i.
17,CL Moore 8,2021-01-19,0,0,0,0,0,S.i.
18,CL Moore 6,2021-01-18,0,0,0,0,0,S.i.
19,CL Moore 8,2021-01-18,0,0,0,0,0,S.i.
20,CL Moore 6,2021-01-17,0,0,0,0,0,S.i.
21,CL Moore 8,2021-01-17,0,0,0,0,0,S..
22,CL Moore 6,2021-01-16,0,0,0,0,0,S.i.
23,CL Moore 8,2021-01-16,0,0,0,0,0,S.i.
24,CL Moore 6,2021-01-15,0,0,0,0,0,S.i.
25,CL Moore 8,2021-01-15,0,0,0,0,0,S.i.
26,CL Moore 6,2021-01-14,0,0,0,0,0,"S,I."
27,CL Moore 8,2021-01-14,0,0,0,0,0,S.i.
28,CL Moore 6,2021-01-13,0,0,0,0,0,S.i.
29,CL Moore 8,2021-01-13,0,0,0,0,0,S.i.
30,CL Moore 6,2021-01-12,0,0,0,0,0,S.i.
31,CL Moore 8,2021-01-12,0,0,0,0,0,S.i.
32,CL Moore 6,2021-01-11,0,0,0,0,0,S.i.
33,CL Moore 8,2021-01-11,0,0,0,0,0,S.i.
34,CL Moore 6,2021-01-10,0,0,0,0,0,S.i.
35,CL Moore 8,2021-01-10,0,0,0,0,0,S.i.
36,CL Moore 6,2021-01-09,0,0,0,0,0,S.i.
37,CL Moore 8,2021-01-09,0,0,0,0,0,S.i.
38,CL Moore 6,2021-01-08,0,0,0,0,0,S.i.
39,CL Moore 8,2021-01-08,0,0,0,0,0,S.i.
40,CL Moore 6,2021-01-07,0,0,0,0,0,S.i.
41,CL Moore 8,2021-01-07,0,0,0,0,0,S.i.
42,CL Moore 6,2021-01-06,0,0,0,0,0,S.i.
43,CL Moore 8,2021-01-06,0,0,0,0,0,S.i.
44,CL Moore 6,2021-01-05,0,0,0,0,0,S.i.
45,CL Moore 8,2021-01-05,0,0,0,0,0,S.i.
46,CL Moore 6,2021-01-04,0,0,0,0,0,S.i.
47,CL Moore 8,2021-01-04,0,0,0,0,0,S.i.
48,CL Moore 6,2021-01-03,0,0,0,0,0,S.i.
49,CL Moore 8,2021-01-03,0,0,0,0,0,S.i.
50,CL Moore 6,2021-01-02,0,0,0,0,0,S.i.
51,CL Moore 8,2021-01-02,0,0,0,0,0,S.i.
52,CL Moore 6,2021-01-01,0,0,0,0,0,S.i.
53,CL Moore 8,2021-01-01,0,0,0,0,0,S.i.
